plumy	-0.125
ruffled	-0.125
fringed	-0.125
gilt-edged	0.125
inflamed	-0.125
inlaid	-0.125
mounted	-0.25
wainscoted	-0.125
studded	-0.375
tapestried	-0.125
tasselled	-0.125
tricked-out	-0.125
tufted	-0.125
undecorated	-0.375
unornamented	-0.125
adroit	0.25
neat	0.625
ingenious	0.625
handy	0.25
quick-witted	0.5
maladroit	-0.125
left-handed	-0.625
tactless	0.375
uncoordinated	-0.25
unmechanical	-0.25
advantageous	0.625
good	0.625
positive	0.75
preferential	-0.125
disadvantageous	0.5
negative	-0.875
adventurous	0.375
venturous	0.25
swashbuckling	0.125
unadventurous	-0.125
advisable	0.625
better	0.75
well	0.625
unadvisable	-0.5
well-advised	0.5
unadvised	-0.125
anaerobiotic	-0.375
aerobic	0.5
anaerobic	-0.25
esthetical	0.625
artistic	0.625
painterly	0.25
sensuous	0.25
unartistic	-0.375
affected	0.375
struck	-0.375
stage-struck	0.125
subject	-0.625
taken	-0.375
wonder-struck	-0.5
immune	-0.625
superior	0.125
unimpressed	-0.625
untouched	-0.375
stilted	-0.25
strained	-0.5
elocutionary	-0.25
mannered	-0.375
plummy	0.125
unaffected	0.625
natural	0.25
unmannered	-0.375
affirmatory	0.5
assentient	0.25
negative	-0.75
dissident	-0.625
acceptive	0.125
accepting	0.25
rejective	-0.375
dismissive	-0.75
afraid	-0.5
acrophobic	-0.75
afeared	-0.125
shocked	0.25
agoraphobic	-0.75
alarmed	-0.625
algophobic	-0.875
apprehensive	-0.5
hangdog	-0.125
claustrophobic	-0.75
fearful	-0.25
scared	-0.125
horror-struck	-0.25
hunted	0.5
hydrophobic	-0.75
mysophobic	-0.75
numb	-0.75
shitless	-0.375
terror-struck	-0.5
triskaidekaphobic	-0.625
unnerved	-0.625
white-lipped	0.125
xenophobic	-0.75
unafraid	0.125
unapprehensive	-0.625
unshrinking	-0.125
unfrightened	0.375
aggressive	0.5
combative	0.5
militant	0.375
in-your-face	0.25
obstreperous	-0.125
rough	0.25
scrappy	0.25
truculent	-0.25
unaggressive	-0.625
low-pressure	-0.25
agitated	-0.5
worked_up	-0.25
overwrought	-0.125
shaken	-0.5
phrenetic	-0.25
hysterical	-0.5
psychedelic	-0.5
unagitated	-0.5
agitated	-0.125
churning	0.25
unagitated	-0.75
nonturbulent	-0.25
unstirred	0.25
agreeable	0.5
disagreeable	-0.75
vexing	-0.5
harsh	-0.334
trying	-0.625
unsweet	-0.625
watchful	0.5
wakeful	0.375
fly	-0.5
wide-awake	0.5
sleepless	-0.25
unwatchful	-0.25
transferrable	0.125
unalienable	-0.25
inviolable	-0.5
non-negotiable	0.5
untransferable	-0.375
live	0.125
liveborn	0.25
viable	0.5
dead	-0.75
gone	-0.5
exsanguinous	-0.5
pulseless	-0.75
cold	-0.375
deathly	-0.375
doomed	-0.375
fallen	-0.25
late	0.125
lifeless	-0.5
nonviable	-0.625
stillborn	-0.25
stone-dead	-0.375
eccrine	0.25
subartesian	-0.125
live	0.5
living	-0.125
dead	-0.625
out	-0.125
lifeless	-0.75
analphabetic	-0.125
precocial	0.25
selfless	0.875
self-centred	0.375
self-involved	0.5
ambiguous	0.125
double-barrelled	0.5
oracular	0.125
multivalent	0.375
unambiguous	0.375
monosemous	0.125
ambitious	0.375
pushy	0.625
wishful	0.5
driven	0.375
would-be	0.25
overambitious	0.125
unambitious	0.5
shiftless	-0.25
ametropic	-0.25
generous	0.25
stingy	-0.625
spare	-0.5
exiguous	-0.5
hand-to-mouth	-0.5
hardscrabble	-0.375
anabolic	0.5
katabolic	-0.75
stigmatic	-0.25
analytical	0.125
uninflected	0.125
derivational	-0.25
provoked	-0.5
black	-0.375
irascible	-0.5
sore	0.125
umbrageous	-0.75
ireful	-0.375
livid	0.125
smouldering	0.25
wrothful	-0.25
unangry	-0.125
resentful	-0.875
bitter	0.25
rancorous	0.125
unresentful	-0.5
unbitter	-0.75
sentient	-0.25
sensate	-0.125
insentient	-0.375
unfeeling	-0.25
nonliving	-0.75
animated	0.375
spirited	0.375
vital	0.125
revived	0.375
unanimated	-0.125
lifeless	0.25
wan	-0.25
enlivened	0.5
perked_up	0.875
unenlivened	-0.625
anonymous	-0.5
postmortem	-0.125
prevenient	0.25
preexisting	-0.375
decurved	-0.125
preceding	-0.125
above	-0.125
above-named	-0.125
consecutive	-0.375
precedented	0.375
unexampled	-0.625
nonprehensile	-0.125
prenatal	-0.125
postpartum	-0.125
retrograde	-0.125
anterograde	-0.125
appealable	0.5
unappealable	-0.5
unappendaged	-0.625
appetizing	0.25
savoury	0.375
unappetizing	-0.75
unapproachable	-0.375
standoffish	-0.5
pat	0.5
inappropriate	-0.625
unbefitting	-0.625
wrong	-0.875
overdue	-0.25
undue	-0.125
due	0.75
undue	-0.625
apropos	0.375
pertinent	0.125
malapropos	-0.5
out_of_place	-0.75
a_priori	0.25
a_posteriori	0.125
apteral	-0.5
porticoed	0.375
pseudoprostyle	0.375
nonarbitrable	-0.625
columned	0.125
columnar	0.125
colonnaded	0.125
pillared	0.125
uncolumned	-0.5
astylar	-0.25
unpillared	-0.125
nonarboreal	-0.625
sandy	-0.125
clayey	-0.125
armed	0.125
unarmed	-0.5
barehanded	0.125
clean	0.125
defenseless	-0.125
armoured	-0.125
steel-plated	-0.375
bony-plated	-0.5
bulletproof	0.125
mailed	-0.125
armed	-0.125
thorny	-0.375
brushlike	-0.125
taloned	-0.25
unarmed	-0.625
thornless	-0.25
armlike	-0.125
armoured	-0.125
bone-covered	-0.125
unarmoured	-0.125
scaleless	-0.625
artful	0.625
wily	0.5
precious	0.625
scheming	0.125
deep	0.625
elusive	0.625
manipulative	0.25
pawky	-0.125
artless	-0.375
careless	-0.125
articulate	-0.375
smooth-spoken	0.25
speech-endowed	0.5
unarticulate	-0.625
aphasic	-0.75
voiceless	-0.75
tongue-tied	-0.375
wordless	-0.25
speechless	-0.625
unarticulated	-0.5
speaking	0.5
tongued	-0.25
walk-on	-0.5
articulated	-0.625
unarticulated	-0.625
unjointed	-0.5
ashamed	-0.75
shamed	-0.5
mortified	-0.5
shamefaced	0.25
sheepish	0.25
insolent	0.625
unblushing	-0.5
unembarrassed	-0.375
self-assertive	0.375
cocky	0.25
forceful	0.25
unassertive	0.625
nonassertive	-0.125
self-effacing	-0.125
associatory	-0.625
associable	0.625
nonassociative	-0.125
betrothed	0.25
uncommitted	-0.75
unpromised	-0.625
affixed	0.125
unaffixed	-0.25
stalkless	-0.125
stalked	-0.125
sessile	-0.625
unattached	-0.125
separate	-0.5
unstuck	0.25
attachable	0.5
bondable	0.5
clip-on	0.125
detachable	0.25
clastic	0.625
wary	0.625
upon_one's_guard	0.375
shy	0.25
unwary	-0.5
gullible	0.375
unguarded	-0.25
attentive	0.25
wrapped	0.125
heedful	0.5
observant	0.5
oversolicitous	-0.5
solicitous	0.25
inattentive	-0.125
scatty	0.25
distrait	-0.25
yawning	-0.125
oblivious	0.375
attractive	0.875
fascinating	0.5
magnetic	0.5
cute	0.5
dinky	0.5
piquant	0.875
winning	0.625
showy	-0.375
spellbinding	0.375
irresistible	0.5
personable	0.625
photogenic	0.5
prepossessing	0.5
winsome	0.625
unattractive	0.25
plain	0.125
subfusc	-0.125
unpresentable	-0.125
repulsive	0.5
appealing	0.25
catchy	0.25
attractive	0.375
unappealing	-0.5
off-putting	-0.25
unattractive	0.375
attributable	0.625
referable	-0.25
unattributable	-0.125
nonpregnant	-0.125
hearable	0.375
unhearable	-0.375
voiceless	0.125
infrasonic	0.375
unsounded	-0.625
ultrasonic	0.375
unheard	0.25
auspicious	0.625
promising	-0.375
rosy	0.75
unfortunate	-0.778
unpromising	-0.375
propitious	0.5
prosperous	0.75
gracious	0.375
unpropitious	-0.625
ominous	-0.5
thunderous	-0.75
authorized	-0.375
unauthorized	-0.875
unlicensed	-0.25
unconstitutional	-0.75
self-induced	-0.625
semiautomatic	0.375
smart	0.5
manual	-0.25
available	0.375
accessible	0.125
acquirable	0.625
addressable	0.625
easy	0.125
forthcoming	0.125
procurable	0.625
lendable	0.25
visible	0.375
on_hand	0.375
open	-0.5
unavailable	-0.125
untouchable	-0.625
out_of_stock	-0.625
awake	-0.375
watchful	-0.625
wide-awake	-0.25
sound_asleep	-0.125
somnolent	0.375
unawakened	-0.25
astringent	-0.125
styptic	-0.25
nonastringent	-0.375
cognizant	0.5
awake	0.625
conscious	0.625
sensible	0.625
unaware	-0.25
unmindful	-0.125
unconscious	-0.75
unsuspecting	-0.625
witting	0.375
unwitting	-0.625
alarming	-0.5
dismaying	-0.5
ugly	-0.625
terrible	-0.625
threatening	-0.75
nightmarish	-0.375
shuddery	-0.75
creepy-crawly	-0.5
unnerving	0.625
sick	-0.375
hairy	-0.25
petrifying	-0.25
stupefying	0.125
terrifying	-0.625
reassuring	0.5
soothing	0.25
assuring	0.5
worrisome	-0.25
leading	0.375
hardcover	-0.125
high-backed	0.125
low-backed	-0.125
spiny-backed	-0.125
backless	-0.25
reverse	0.125
retrograde	-0.5
headlong	0.125
reverse	-0.125
backward	0.5
blate	0.25
nervy	-0.5
self-assertive	-0.5
overfamiliar	-0.125
wise	-0.125
presumptuous	-0.5
unbalconied	-0.5
unbarrelled	-0.75
beaklike	-0.25
duckbill	-0.125
stout-billed	0.25
beakless	-0.625
double-bedded	0.125
bedless	-0.5
unbeneficed	-0.625
sheetlike	-0.125
unstratified	-0.75
ferny	-0.5
braky	-0.25
ferny	0.25
fernless	0.375
grass-covered	-0.25
sedgelike	-0.25
sedgy	-0.25
grassless	-0.25
ungusseted	-0.5
hairless	-0.5
bald-pated	-0.125
balding	-0.125
depilous	-0.25
glabrescent	-0.25
glabrous	-0.25
hirsute	-0.25
hoary	-0.125
coarse-haired	-0.25
dark-haired	-0.375
sericeous	-0.375
furlike	-0.25
fuzzy	0.125
woolly	-0.125
pappose	-0.25
pilous	-0.25
smooth-haired	-0.75
soft-haired	0.25
stiff-haired	0.25
thick-haired	0.375
velvety-haired	0.125
wooly-haired	-0.125
awnless	-0.25
supporting	0.625
beautiful	0.75
beauteous	0.125
sightly	0.75
dishy	0.5
exquisite	0.375
well-favoured	0.625
splendiferous	0.5
gorgeous	0.75
lovely	0.625
picturesque	0.75
pretty	0.75
pretty-pretty	0.5
pulchritudinous	0.375
ravishing	0.75
scenic	0.25
stunning	0.75
ugly	-0.375
disfigured	-0.125
fugly	-0.75
monstrous	-0.25
repulsive	-0.375
scrofulous	-0.5
unpicturesque	-0.25
unsightly	-0.625
bellied	-0.375
flat-bellied	-0.125
unbanded	-0.75
banded	0.125
beltlike	0.125
unbelted	-0.125
beneficent	0.75
benefic	0.75
maleficent	-0.75
baneful	-0.625
malign	0.125
malicious	-0.375
vindictive	-0.25
leering	0.375
malevolent	-0.875
beady-eyed	-0.375
catty	-0.625
vicious	-0.75
venomed	-0.625
vixenish	-0.875
unmalicious	-0.556
benignant	0.875
kindly	0.5
malign	-0.375
cancerous	-0.5
best	0.75
top-quality	0.75
world-class	0.625
optimum	0.5
primo	0.625
record-breaking	0.375
second-best	0.25
superfine	0.25
unsurpassed	-0.375
unsurpassable	1
worst	-0.5
bottom	-0.125
lowest	-0.125
pessimum	-0.375
better	0.875
amended	0.5
finer	0.75
improved	0.25
worse	-0.75
worsened	-0.25
better	0.875
healthier	0.5
worsened	0.112
bettering	0.375
meliorative	-0.125
corrective	0.625
remedial	-0.25
worsening	-0.25
baby-faced	0.125
bald-faced	0.5
featured	-0.125
long-faced	0.5
pug-faced	0.5
sad-faced	0.5
sweet-faced	0.625
faceless	-0.5
anonymous	-0.375
bibless	-0.125
deep-lobed	0.125
two-lobed	0.375
five-lobed	-0.5
palmately-lobed	0.125
bimodal	0.125
two-eared	0.375
nordic	-0.125
brunette	-0.25
blemished	-0.375
pustulate	-0.375
blotchy	-0.5
flyblown	0.5
scarred	-0.625
pockmarked	-0.375
unmutilated	0.625
untarnished	0.625
bloody	-0.25
gory	-0.375
sanguinary	-0.625
violent	-0.375
murderous	0.5
slaughterous	-0.625
internecine	-0.5
bold	0.375
unfearing	0.25
temerarious	0.375
emboldened	0.375
reckless	-0.625
heroical	0.5
vaulting	0.5
overvaliant	0.25
timid	0.625
coy	0.25
trepid	-0.125
intimidated	0.25
mousy	0.25
unbound	-0.75
untied	-0.375
untethered	-0.75
untied	-0.125
intermeshed	0.125
rootbound	0.25
untangled	-0.125
brassbound	0.125
well-bound	0.25
unbound	-0.75
looseleaf	0.25
spiny-edged	0.25
non-u	-0.625
materialistic	0.125
quality	0.375
tweedy	-0.375
wellborn	0.625
courageous	0.25
heroic	0.375
gallant	0.125
spunky	-0.25
lionhearted	0.125
stouthearted	0.25
undaunted	0.5
valorous	0.625
fearful	-0.5
caitiff	-0.5
yellow-bellied	-0.5
recreant	-0.25
dastardly	-0.375
timid	-0.375
funky	-0.25
poltroon	0.625
unmanly	-0.375
plucky	-0.625
sweet-breathed	-0.125
dyspnoeic	-0.75
asphyxiating	-0.25
suffocative	-0.25
noncrystalline	-0.25
uncrystallized	-0.375
light	0.25
bright	-0.125
candescent	0.125
lighting-up	0.125
livid	0.25
luminescent	0.125
phosphorescent	-0.125
sunstruck	-0.25
stygian	-0.125
aphotic	-0.125
pitch-dark	-0.125
caliginous	-0.25
cimmerian	0.25
crepuscular	-0.5
darkling	-0.125
subdued	-0.625
twilit	-0.25
sulky	-0.125
unlit	0.125
tenebrous	-0.125
umbrageous	-0.375
unshaded	-0.625
unshadowed	-0.5
unshaded	-0.5
moonless	-0.5
bridgeable	0.375
unbridgeable	-0.125
bright	0.125
nitid	0.375
luminous	0.25
refulgent	0.125
glary	0.5
bright_as_a_new_penny	0.25
brilliant	0.25
ardent	0.25
glimmery	0.25
shiny	0.5
lurid	0.125
noctilucent	0.375
slick	0.125
shimmery	0.375
silvery	0.125
twinkling	0.375
dull	0.375
matted	-0.25
subdued	-0.625
dimmed	0.125
undimmed	-0.75
homophobic	-0.125
jaundiced	-0.375
loaded	0.25
unprejudiced	0.5
nonracist	0.25
broad-minded	0.5
tolerant	0.625
catholic	0.625
undogmatical	-0.375
open-minded	0.125
closed-minded	-0.625
dogmatical	0.25
small-minded	0.125
broken	-0.125
unkept	-0.125
unbroken	-0.5
broken	-0.125
dotted	-0.125
solid	-0.375
interred	-0.375
unburied	-0.25
busy	0.375
toiling	-0.375
occupied	0.125
overbusy	0.375
up_to	0.5
idle	-0.625
bone-lazy	-0.25
lackadaisical	-0.375
leisured	0.25
unengaged	-0.125
bonelike	-0.25
strong-boned	0.25
boneless	-0.625
unfastened	-0.125
open-collared	-0.625
capitalistic	0.25
cacophonous	-0.625
scratchy	-0.625
husky	-0.375
jarring	-0.625
strident	-0.5
euphonous	0.625
golden	-0.25
silvery	-0.25
calculable	0.5
incalculable	-0.5
indeterminable	-0.5
calm	0.375
unruffled	0.5
settled	0.25
windless	-0.5
stormy	-0.75
wild	-0.125
surging	-0.5
blustery	-0.125
rough	-0.625
windy	-0.375
choppy	-0.25
dirty	-0.75
puffy	-0.125
squally	-0.625
thundery	-0.5
camphorated	-0.25
uncamphorated	-0.25
capable	0.125
able	0.125
surefooted	-0.5
resourceful	0.375
unable	-0.375
incapable	-0.75
cared-for	0.125
unattended	-0.125
untended	-0.125
careful	0.5
blow-by-blow	0.375
sure	0.25
close	0.625
scrupulous	-0.125
elaborated	0.5
narrow	0.25
too-careful	0.5
protective	0.375
studious	0.125
thorough	0.75
careless	-0.5
perfunctory	-0.625
sloppy	0.375
reckless	-0.625
incautious	0.25
offhanded	-0.25
zoophagous	-0.125
omnivorous	-0.125
all-devouring	-0.125
carpeted	-0.375
uncarpeted	-0.125
sculptured	0.375
uncarved	-0.125
acatalectic	0.125
catalectic	-0.125
uncensored	-0.5
unexpurgated	-0.5
taillike	-0.25
square-tailed	0.125
acaudate	-0.25
tailless	-0.625
leafy-stemmed	-0.125
spiny-stemmed	0.25
stemless	0.25
causative	0.125
abortifacient	-0.375
anorexigenic	-0.5
causal	-0.5
errhine	-0.5
fast	0.25
inductive	0.375
motive	0.125
motor	-0.375
precipitating	-0.125
sternutatory	-0.375
noncausative	-0.25
cautious	0.75
chary	0.25
fabian	0.25
gingerly	0.375
restrained	0.625
overcautious	0.625
tearaway	-0.625
cell-like	-0.125
noncellular	-0.5
cell-free	-0.25
coherent	0.5
incoherent	-0.5
uncompartmented	-0.75
porous	-0.625
nonporous	-0.625
bifocal	0.125
midmost	0.375
nuclear	0.125
marginal	0.125
skirting	0.125
centripetal	-0.125
unifying	0.125
integrative	-0.125
centrifugal	-0.25
sure	-0.375
sure_as_shooting	0.25
uncertain	-0.25
indefinite	-0.5
up_in_the_air	0.25
sure	-0.25
positive	-0.25
unsure	0.125
ambivalent	-0.625
dubious	-0.125
groping	-0.125
convinced	0.125
unconvinced	-0.5
dubious	-0.25
confident	0.375
assured	0.625
positive	0.5
reassured	0.625
self-confident	0.75
uncertain	-0.5
contingent	-0.125
up_in_the_air	0.25
certified	0.5
certifiable	0.5
certificated	0.25
credentialled	0.375
uncertified	-0.25
inevitable	-0.625
fateful	0.125
unavoidable	-0.5
necessary	0.125
evitable	0.625
preventable	0.625
unpreventable	-0.125
changeful	0.125
adjustable	0.625
astatic	-0.375
checkered	-0.125
distortable	0.5
quicksilver	-0.25
mobile	0.125
open-ended	0.25
quick-drying	0.125
reversible	0.25
unchangeable	-0.125
confirmed	-0.25
frozen	-0.75
incommutable	-0.5
untransmutable	-0.5
unalterable	0.125
alterable	0.5
unalterable	-0.75
incurable	-0.25
last	-0.625
modifiable	0.5
unmodifiable	-0.625
adjusted	0.25
unadjusted	-0.625
maladjusted	-0.375
adjusted	-0.25
well-balanced	0.125
maladjusted	-0.25
unadjusted	-0.625
altered	-0.125
changed	0.375
paraphrastic	-0.25
revised	0.375
timeless	0.125
unmoved	-0.125
unedited	0.25
unreduced	-0.25
unrevised	-0.5
unamended	-0.125
changed	0.25
exchanged	-0.125
transformed	0.125
varied	-0.375
unchanged	-0.625
same	-0.375
ionized	0.375
unionized	0.25
mutable	0.625
immutable	-0.625
symptomatic	0.125
positively_charged	0.25
neutral	-0.25
charitable	0.375
philanthropic	0.5
uncharitable	-0.125
unchartered	-0.125
owned	-0.125
closely-held	-0.125
chaste	0.5
continent	0.375
virtuous	0.25
wanton	-0.25
licentious	0.25
cheerful	0.75
glad	0.625
twinkly	0.125
lightsome	0.625
perky	0.25
sunny	0.5
jaunty	0.25
uncheerful	-0.5
sorry	-0.625
sombre	-0.625
achlamydeous	-0.625
achondritic	-0.625
chromatic	0.25
amethyst	-0.125
auburn	-0.125
blackish-red	-0.125
bluish-lilac	-0.5
rosy	0.125
coral-red	-0.125
crimson-magenta	-0.25
crimson-purple	-0.125
dull-purple	0.25
golden-green	-0.25
greyish-pink	-0.25
light-green	-0.125
violet-pink	-0.25
mosstone	-0.125
olive	-0.125
peachy-coloured	0.125
pinkish-lavender	-0.5
powdery-blue	-0.125
purplish-lilac	-0.5
rose-lilac	-0.5
rose-mauve	-0.375
rosy-purple	0.5
scarlet-crimson	-0.375
scarlet-pink	-0.375
stone	0.125
tannish	-0.125
ultramarine	-0.125
violet-tinted	0.125
white-pink	-0.125
neutral	-0.125
blackish	-0.125
bluish_black	-0.125
sooty	-0.125
dull-white	0.25
hueless	-0.125
silvery-grey	-0.25
slate-black	-0.75
white-flowered	0.125
whitish	0.25
black	-0.375
white	-0.25
saturated	-0.75
vivid	0.25
unsaturated	-0.125
dull	-0.25
colour	0.625
black_and_white	-0.625
reddened	-0.25
blue-flowered	0.125
pastel-colored	-0.125
polychromic	0.5
tricolor	0.125
achromatous	-0.375
stained	-0.375
unstained	-0.25
untreated	-0.625
rich	0.25
fluorescent	0.375
vibrant	0.375
colourless	-0.125
white	-0.125
washy	-0.25
sombre	-0.25
greyed	-0.25
etiolated	-0.25
lurid	-0.25
wan	-0.625
waxy	0.125
colourful	0.125
sporty	0.25
many-sided	0.125
picturesque	-0.375
colourless	-0.25
neutral	0.125
pallid	0.375
pastel	-0.125
christian	0.375
christly	0.5
unchristian	-0.625
nonchristian	-0.625
unchristlike	-0.75
advanced	0.375
humane	0.625
noncivilized	-0.625
wild	0.25
preliterate	0.125
primitive	0.25
nonclassical	-0.125
unclassified	-0.25
unsorted	-0.625
unclassified	-0.75
unrestricted	-0.625
analyzed	0.125
unanalyzed	-0.5
raw	-0.75
clean	0.125
cleanable	0.625
cleanly	-0.375
dry-cleaned	-0.25
unused	-0.75
spotless	0.5
pristine	-0.125
scrubbed	-0.125
unstained	-0.625
unsullied	-0.125
unclean	-0.75
augean	-0.556
draggled	-0.875
fouled	-0.875
raunchy	-0.625
smutty	-0.75
buggy	-0.625
cobwebby	-0.375
dirty-faced	-0.75
feculent	-0.25
nasty	-0.875
squalid	-0.75
oily	-0.875
lousy	-0.625
maculate	-0.5
muddy	-0.875
ratty	-0.625
scummy	-0.5
smudgy	-0.75
snotty	-0.875
travel-stained	-0.5
uncleanly	-0.375
unswept	-0.75
unwashed	-0.75
unobjectionable	0.375
antiseptic	-0.125
dirty	-0.5
ribald	-0.5
profane	-0.75
dirty-minded	-0.125
smutty	-0.625
foul-spoken	-0.375
salacious	-0.5
scabrous	-0.625
scatological	-0.5
uncontaminating	-0.625
dirty	-0.25
radioactive	-0.125
nonradioactive	-0.25
clean	0.125
halal	-0.25
kosher	-0.125
unclean	-0.5
tref	-0.75
untouchable	-0.375
clear	0.5
unsubtle	0.125
trenchant	0.5
perspicuous	0.5
prima_facie	0.375
unmistakable	0.5
vivid	0.375
unclear	-0.375
clouded	0.125
vague	-0.125
clear	0.25
hyaloid	0.375
liquid	0.375
unclouded	-0.25
opaque	-0.25
foggy	0.25
frosted	0.25
glaucous	0.25
whitish	0.25
semiopaque	0.125
solid	-0.25
radiopaque	-0.625
clear	0.5
unclouded	0.125
confused	-0.75
puddingheaded	0.125
clouded	0.25
stupid	-0.125
slaphappy	-0.25
clement	0.5
lenient	0.25
inclement	0.125
unsparing	-0.625
clement	-0.625
soft	1
inclement	-0.75
smart	0.5
shrewd	0.5
clever	0.5
with-it	0.125
stupid	-0.75
jerky	-0.125
wooden-headed	0.375
doltish	-0.375
slow	-0.25
gormless	-0.125
unthinking	0.25
witless	0.125
weak	-0.25
yokel-like	0.125
further	-0.125
nigh	-0.25
deep	0.125
yonder	0.125
ambient	0.375
close_at_hand	-0.125
hand-to-hand	0.25
walking	0.5
remote	0.125
faraway	0.25
close	0.375
near	0.5
boon	0.625
thick	0.375
confidential	0.5
cozy	-0.25
near	0.5
intimate	0.375
intimate	0.75
cousinly	-0.125
uncousinly	-0.75
clothed	-0.25
robed	-0.125
panoplied	-0.25
trousered	-0.125
caparisoned	-0.25
cassocked	-0.125
dighted	-0.125
togged_up	-0.25
gowned	-0.5
habited	-0.125
overdressed	-0.125
petticoated	-0.5
suited	-0.25
surpliced	-0.5
togged	-0.125
turned_out	0.125
tuxedoed	-0.25
uniformed	-0.125
vestmented	-0.25
nude	0.375
stark_naked	0.625
topless	0.25
bareheaded	0.125
bottomless	0.25
raimentless	0.25
in_dishabille	-0.25
uncovered	-0.375
underclothed	-0.25
seminude	0.125
stripped	-0.125
without_a_stitch	0.125
barebacked	-0.375
clear	0.375
unclouded	0.375
fair	0.375
serene	0.375
misty	-0.5
fogbound	-0.75
sunless	-0.5
nebular	-0.125
vapourous	-0.375
ordered	0.25
seamless	0.5
incoherent	-0.125
unconnected	-0.125
fuzzy	0.25
collapsible	0.625
folding	0.375
tip-up	0.25
noncollapsible	-0.5
uncrannied	-0.5
clustered	0.25
mass	0.125
disseminative	-0.125
separative	-0.5
burked	-0.25
squelched	-0.375
unreleased	-0.125
unpublished	-0.125
publishable	0.625
unpublishable	-0.5
according	0.125
notifiable	-0.125
reportable	0.25
unreported	-0.125
reportable	0.125
unreportable	-0.5
combinatory	-0.375
combinatory	-0.375
noncombining	-0.625
combustible	0.5
ignitible	0.625
inflammable	-0.5
incendiary	-0.625
noncombustible	0.5
fireproof	-0.875
fire-retardant	-0.625
flameproof	-0.125
nonflammable	-0.5
explosive	-0.25
nonexplosive	-0.375
lit	0.25
unlit	-0.75
unkindled	-0.5
comfy	-0.75
snug	0.125
easy	0.25
homy	-0.375
soothing	-0.375
